Enc1,Enc2,Enc3,Enc_Timestamp,IR_Timestamp
0,0,0,1001942485192270,1001816317160370
0,0,0,1001942486211670,1001816317160370
0,0,0,1001942487230570,1001816317160370
0,0,0,1001942488248310,1001816317160370
0,0,0,1001942489267310,1001942489265310
0,0,0,1001942490284590,1001942489265310
0,0,0,1001942491302250,1001942489265310
0,0,0,1001942492320970,1001942489265310
0,0,0,1001942493339690,1001942489265310
0,0,0,1001942494359590,1001942489265310
0,0,0,1001942495378330,1001942489265310
0,0,0,1001942496396970,1001942489265310
0,0,0,1001942497415710,1001942489265310
0,0,0,1001942498434490,1001942489265310
0,0,0,1001942499454610,1001942499452610
0,0,0,1001942500472970,1001942499452610
0,0,0,1001942501491690,1001942499452610
0,0,0,1001942502510590,1001942499452610
0,0,0,1001942503529410,1001942499452610
0,0,0,1001942504548190,1001942499452610
0,0,0,1001942505567090,1001942499452610
0,0,0,1001942506585950,1001942499452610
0,0,0,1001942507604630,1001942499452610
0,0,0,1001942508623430,1001942499452610
0,0,0,1001942509643510,1001942509641530
0,0,0,1001942510661810,1001942509641530
0,0,0,1001942511680770,1001942509641530
0,0,0,1001942512699610,1001942509641530
0,0,0,1001942513718290,1001942509641530
0,0,0,1001942514737270,1001942509641530
0,0,0,1001942515756110,1001942509641530
0,0,0,1001942516774790,1001942509641530
0,0,0,1001942517794990,1001942509641530
0,0,0,1001942518813270,1001942509641530
0,0,0,1001942519833310,1001942519831310
0,0,0,1001942520851590,1001942519831310
0,0,0,1001942521870850,1001942519831310
0,0,0,1001942522889750,1001942519831310
0,0,0,1001942523908590,1001942519831310
0,0,0,1001942524927350,1001942519831310
0,0,0,1001942525946250,1001942519831310
0,0,0,1001942526964550,1001942519831310
0,0,0,1001942527983250,1001942519831310
0,0,0,1001942529002190,1001942519831310
0,0,0,1001942530022330,1001942530020350
0,0,0,1001942531043170,1001942530020350
0,0,0,1001942532061950,1001942530020350
0,0,0,1001942533080630,1001942530020350
0,0,0,1001942534099970,1001942530020350
0,0,0,1001942535118650,1001942530020350
0,0,0,1001942536137530,1001942530020350
0,0,0,1001942537155730,1001942530020350
0,0,0,1001942538175170,1001942530020350
0,0,0,1001942539193450,1001942530020350
0,0,0,1001942540213490,1001942540211510
0,0,0,1001942541231890,1001942540211510
0,0,0,1001942542250110,1001942540211510
0,0,0,1001942543267850,1001942540211510
0,0,0,1001942544285530,1001942540211510
0,0,0,1001942545303190,1001942540211510
0,0,0,1001942546321930,1001942540211510
0,0,0,1001942547340730,1001942540211510
0,0,0,1001942548360330,1001942540211510
0,0,0,1001942549379110,1001942540211510
0,0,0,1001942550399110,1001942550397110
0,0,0,1001942551417050,1001942550397110
0,0,0,1001942552436350,1001942550397110
0,0,0,1001942553455110,1001942550397110
0,0,0,1001942554473870,1001942550397110
0,0,0,1001942555492690,1001942550397110
0,0,0,1001942556511510,1001942550397110
0,0,0,1001942557530330,1001942550397110
0,0,0,1001942558549110,1001942550397110
0,0,0,1001942559568010,1001942550397110
0,0,0,1001942560587690,1001942560585690
0,0,0,1001942561605950,1001942560585690
0,0,0,1001942562625250,1001942560585690
0,0,0,1001942563644070,1001942560585690
0,0,0,1001942564662910,1001942560585690
0,0,0,1001942565681730,1001942560585690
0,0,0,1001942566700570,1001942560585690
0,0,0,1001942567718850,1001942560585690
0,0,0,1001942568737610,1001942560585690
0,0,0,1001942569756370,1001942560585690
0,0,0,1001942570776490,1001942570774490
0,0,0,1001942571794750,1001942570774490
0,0,0,1001942572812890,1001942570774490
0,0,0,1001942573831690,1001942570774490
0,0,0,1001942574850510,1001942570774490
0,0,0,1001942575869290,1001942570774490
0,0,0,1001942576888030,1001942570774490
0,0,0,1001942577906810,1001942570774490
0,0,0,1001942578925630,1001942570774490
0,0,0,1001942579944510,1001942570774490
0,0,0,1001942580964610,1001942580962610
0,0,0,1001942581984010,1001942580962610
0,0,0,1001942583002790,1001942580962610
0,0,0,1001942584021710,1001942580962610
0,0,0,1001942585040510,1001942580962610
0,0,0,1001942586059290,1001942580962610
0,0,0,1001942587078230,1001942580962610
0,0,0,1001942588096990,1001942580962610
0,0,0,1001942589115790,1001942580962610
0,0,0,1001942590134730,1001942580962610
0,0,0,1001942591154330,1001942591152330
0,0,0,1001942592172870,1001942591152330
0,0,0,1001942593191510,1001942591152330
0,0,0,1001942594210890,1001942591152330
0,0,0,1001942595229670,1001942591152330
0,0,0,1001942596247370,1001942591152330
0,0,0,1001942597265030,1001942591152330
0,0,0,1001942598282690,1001942591152330
0,0,0,1001942599300430,1001942591152330
0,0,0,1001942600318710,1001942591152330
0,0,0,1001942601338950,1001942601336950
0,0,0,1001942602358030,1001942601336950
0,0,0,1001942603377530,1001942601336950
0,0,0,1001942604395850,1001942601336950
0,0,0,1001942605414670,1001942601336950
0,0,0,1001942606433490,1001942601336950
0,0,0,1001942607452290,1001942601336950
0,0,0,1001942608471230,1001942601336950
0,0,0,1001942609489970,1001942601336950
0,0,0,1001942610508770,1001942601336950
0,0,0,1001942611528890,1001942611526890
0,0,0,1001942612546830,1001942611526890
0,0,0,1001942613566170,1001942611526890
0,0,0,1001942614584870,1001942611526890
0,0,0,1001942615603610,1001942611526890
0,0,0,1001942616622430,1001942611526890
0,0,0,1001942617642710,1001942611526890
0,0,0,1001942618660990,1001942611526890
0,0,0,1001942619679930,1001942611526890
0,0,0,1001942620698650,1001942611526890
0,0,0,1001942621718630,1001942621716650
0,0,0,1001942622737050,1001942621716650
0,0,0,1001942623756350,1001942621716650
0,0,0,1001942624775130,1001942621716650
0,0,0,1001942625794010,1001942621716650
0,0,0,1001942626812330,1001942621716650
0,0,0,1001942627831110,1001942621716650
0,0,0,1001942628849750,1001942621716650
0,0,0,1001942629868530,1001942621716650
0,0,0,1001942630887270,1001942621716650
0,0,0,1001942631907410,1001942631905430
