Enc1,Enc2,Enc3,Enc_Timestamp,IR_Timestamp
0,0,0,1000557297124890,1000039376255110
0,0,0,1000557298144910,1000557298142930
0,0,0,1000557299162710,1000557298142930
0,0,0,1000557300180990,1000557298142930
0,0,0,1000557301199930,1000557298142930
0,0,0,1000557302218790,1000557298142930
0,0,0,1000557303237150,1000557298142930
0,0,0,1000557304255450,1000557298142930
0,0,0,1000557305274310,1000557298142930
0,0,0,1000557306293170,1000557298142930
0,0,0,1000557307311410,1000557298142930
0,0,0,1000557308331970,1000557308329990
0,0,0,1000557309350430,1000557308329990
0,0,0,1000557310368690,1000557308329990
0,0,0,1000557311387490,1000557308329990
0,0,0,1000557312406230,1000557308329990
0,0,0,1000557313425030,1000557308329990
0,0,0,1000557314443910,1000557308329990
0,0,0,1000557315462630,1000557308329990
0,0,0,1000557316481450,1000557308329990
0,0,0,1000557317501910,1000557308329990
0,0,0,1000557318522550,1000557318520570
0,0,0,1000557319540830,1000557318520570
0,0,0,1000557320560130,1000557318520570
0,0,0,1000557321579010,1000557318520570
0,0,0,1000557322597270,1000557318520570
0,0,0,1000557323615970,1000557318520570
0,0,0,1000557324634830,1000557318520570
0,0,0,1000557325653650,1000557318520570
0,0,0,1000557326672330,1000557318520570
0,0,0,1000557327691210,1000557318520570
0,0,0,1000557328711270,1000557328709290
0,0,0,1000557329729630,1000557328709290
0,0,0,1000557330748890,1000557328709290
0,0,0,1000557331767690,1000557328709290
0,0,0,1000557332786470,1000557328709290
0,0,0,1000557333805290,1000557328709290
0,0,0,1000557334823990,1000557328709290
0,0,0,1000557335842770,1000557328709290
0,0,0,1000557336861590,1000557328709290
0,0,0,1000557337880410,1000557328709290
0,0,0,1000557338900410,1000557338898430
0,0,0,1000557339919570,1000557338898430
0,0,0,1000557340937910,1000557338898430
0,0,0,1000557341956770,1000557338898430
0,0,0,1000557342975090,1000557338898430
0,0,0,1000557343993830,1000557338898430
0,0,0,1000557345012630,1000557338898430
0,0,0,1000557346031390,1000557338898430
0,0,0,1000557347050190,1000557338898430
0,0,0,1000557348068970,1000557338898430
0,0,0,1000557349089050,1000557349087070
0,0,0,1000557350110710,1000557349087070
0,0,0,1000557351129050,1000557349087070
0,0,0,1000557352147890,1000557349087070
0,0,0,1000557353166670,1000557349087070
0,0,0,1000557354185550,1000557349087070
0,0,0,1000557355204390,1000557349087070
0,0,0,1000557356222630,1000557349087070
0,0,0,1000557357241470,1000557349087070
0,0,0,1000557358259790,1000557349087070
0,0,0,1000557359283930,1000557359281950
0,0,0,1000557360301790,1000557359281950
0,0,0,1000557361320630,1000557359281950
0,0,0,1000557362339450,1000557359281950
0,0,0,1000557363358910,1000557359281950
0,0,0,1000557364377630,1000557359281950
0,0,0,1000557365396410,1000557359281950
0,0,0,1000557366415250,1000557359281950
0,0,0,1000557367434090,1000557359281950
0,0,0,1000557368452890,1000557359281950
0,0,0,1000557369473010,1000557369471030
0,0,0,1000557370491450,1000557369471030
0,0,0,1000557371510330,1000557369471030
0,0,0,1000557372529130,1000557369471030
0,0,0,1000557373548010,1000557369471030
0,0,0,1000557374566910,1000557369471030
0,0,0,1000557375585690,1000557369471030
0,0,0,1000557376604510,1000557369471030
0,0,0,1000557377622790,1000557369471030
0,0,0,1000557378641550,1000557369471030
0,0,0,1000557379661630,1000557379659650
0,0,0,1000557380680130,1000557379659650
0,0,0,1000557381699550,1000557379659650
0,0,0,1000557382717810,1000557379659650
0,0,0,1000557383736610,1000557379659650
0,0,0,1000557384755490,1000557379659650
0,0,0,1000557385774250,1000557379659650
0,0,0,1000557386793110,1000557379659650
0,0,0,1000557387811990,1000557379659650
0,0,0,1000557388830750,1000557379659650
0,0,0,1000557389850890,1000557389848910
0,0,0,1000557390868790,1000557389848910
0,0,0,1000557391887050,1000557389848910
