Enc1,Enc2,Enc3,Enc_Timestamp,IR_Timestamp
0,0,0,1001642311930170,1001642311928190
0,0,0,1001642312949170,1001642311928190
0,0,0,1001642313968510,1001642311928190
0,0,0,1001642314987330,1001642311928190
0,0,0,1001642316006110,1001642311928190
0,0,0,1001642317024930,1001642311928190
0,0,0,1001642318045310,1001642311928190
0,0,0,1001642319063650,1001642311928190
0,0,0,1001642320082410,1001642311928190
0,0,0,1001642321101230,1001642311928190
0,0,0,1001642322121410,1001642322119430
0,0,0,1001642323142890,1001642322119430
0,0,0,1001642324162250,1001642322119430
0,0,0,1001642325181010,1001642322119430
0,0,0,1001642326199950,1001642322119430
0,0,0,1001642327218750,1001642322119430
0,0,0,1001642328236950,1001642322119430
0,0,0,1001642329255210,1001642322119430
0,0,0,1001642330273010,1001642322119430
0,0,0,1001642331290730,1001642322119430
0,0,0,1001642332310370,1001642332308370
0,0,0,1001642333328870,1001642332308370
0,0,0,1001642334349050,1001642332308370
0,0,0,1001642335367270,1001642332308370
0,0,0,1001642336386130,1001642332308370
0,0,0,1001642337404870,1001642332308370
0,0,0,1001642338423790,1001642332308370
0,0,0,1001642339442650,1001642332308370
0,0,0,1001642340461430,1001642332308370
0,0,0,1001642341480270,1001642332308370
0,0,0,1001642342500430,1001642342498450
0,0,0,1001642343518230,1001642342498450
0,0,0,1001642344537550,1001642342498450
0,0,0,1001642345556530,1001642342498450
0,0,0,1001642346575370,1001642342498450
0,0,0,1001642347593710,1001642342498450
0,0,0,1001642348612550,1001642342498450
0,0,0,1001642349631310,1001642342498450
0,0,0,1001642350650210,1001642342498450
0,0,0,1001642351669050,1001642342498450
0,0,0,1001642352689170,1001642352687170
0,0,0,1001642353707070,1001642352687170
0,0,0,1001642354726510,1001642352687170
0,0,0,1001642355745190,1001642352687170
0,0,0,1001642356764070,1001642352687170
0,0,0,1001642357782850,1001642352687170
0,0,0,1001642358801650,1001642352687170
0,0,0,1001642359820510,1001642352687170
0,0,0,1001642360839390,1001642352687170
0,0,0,1001642361857770,1001642352687170
0,0,0,1001642362877850,1001642362875870
0,0,0,1001642363896790,1001642362875870
