Enc1,Enc2,Enc3,Enc_Timestamp,IR_Timestamp
0,0,0,1001606111629810,1001606109591690
0,0,0,1001606112648710,1001606109591690
0,0,0,1001606113666970,1001606109591690
0,0,0,1001606114685730,1001606109591690
0,0,0,1001606115704650,1001606109591690
0,0,0,1001606116723350,1001606109591690
0,0,0,1001606117743390,1001606109591690
0,0,0,1001606118762210,1001606109591690
0,0,0,1001606119782350,1001606119780350
0,0,0,1001606120800670,1001606119780350
0,0,0,1001606121819390,1001606119780350
0,0,0,1001606122838690,1001606119780350
0,0,0,1001606123857590,1001606119780350
0,0,0,1001606124875750,1001606119780350
0,0,0,1001606125894630,1001606119780350
0,0,0,1001606126913430,1001606119780350
0,0,0,1001606127932270,1001606119780350
0,0,0,1001606128951130,1001606119780350
0,0,0,1001606129971210,1001606129969230
0,0,0,1001606130989670,1001606129969230
0,0,0,1001606132008490,1001606129969230
0,0,0,1001606133027310,1001606129969230
0,0,0,1001606134045990,1001606129969230
0,0,0,1001606135064950,1001606129969230
0,0,0,1001606136083810,1001606129969230
0,0,0,1001606137102490,1001606129969230
0,0,0,1001606138121450,1001606129969230
0,0,0,1001606139140430,1001606129969230
0,0,0,1001606140159970,1001606140157990
0,0,0,1001606141182350,1001606140157990
0,0,0,1001606142201050,1001606140157990
0,0,0,1001606143219810,1001606140157990
0,0,0,1001606144238530,1001606140157990
0,0,0,1001606145256810,1001606140157990
0,0,0,1001606146275630,1001606140157990
0,0,0,1001606147294430,1001606140157990
0,0,0,1001606148313190,1001606140157990
0,0,0,1001606149331990,1001606140157990
0,0,0,1001606150352750,1001606150350750
0,0,0,1001606151370510,1001606150350750
0,0,0,1001606152388930,1001606150350750
0,0,0,1001606153407730,1001606150350750
0,0,0,1001606154426510,1001606150350750
0,0,0,1001606155445410,1001606150350750
0,0,0,1001606156463670,1001606150350750
0,0,0,1001606157482490,1001606150350750
0,0,0,1001606158501270,1001606150350750
0,0,0,1001606159520070,1001606150350750
0,0,0,1001606160540310,1001606160538330
0,0,0,1001606161558670,1001606160538330
0,0,0,1001606162577470,1001606160538330
0,0,0,1001606163596170,1001606160538330
0,0,0,1001606164614950,1001606160538330
0,0,0,1001606165633690,1001606160538330
0,0,0,1001606166652490,1001606160538330
0,0,0,1001606167671430,1001606160538330
0,0,0,1001606168690190,1001606160538330
0,0,0,1001606169708990,1001606160538330
0,0,0,1001606170729290,1001606170727290
0,0,0,1001606171747050,1001606170727290
0,0,0,1001606172765410,1001606170727290
0,0,0,1001606173784310,1001606170727290
0,0,0,1001606174803050,1001606170727290
0,0,0,1001606175821950,1001606170727290
0,0,0,1001606176840250,1001606170727290
0,0,0,1001606177858950,1001606170727290
0,0,0,1001606178877890,1001606170727290
0,0,0,1001606179896170,1001606170727290
0,0,0,1001606180916830,1001606180914830
0,0,0,1001606181936250,1001606180914830
0,0,0,1001606182955650,1001606180914830
0,0,0,1001606183974470,1001606180914830
0,0,0,1001606184992750,1001606180914830
0,0,0,1001606186011430,1001606180914830
0,0,0,1001606187030230,1001606180914830
0,0,0,1001606188049030,1001606180914830
0,0,0,1001606189067870,1001606180914830
0,0,0,1001606190086730,1001606180914830
0,0,0,1001606191106810,1001606191104830
0,0,0,1001606192125190,1001606191104830
0,0,0,1001606193144610,1001606191104830
0,0,0,1001606194162910,1001606191104830
0,0,0,1001606195181590,1001606191104830
0,0,0,1001606196200550,1001606191104830
0,0,0,1001606197219410,1001606191104830
0,0,0,1001606198238230,1001606191104830
0,0,0,1001606199255950,1001606191104830
0,0,0,1001606200273590,1001606191104830
